,type,vm_pu,gen_p_pu,gen_q_pu,load_p_pu,load_q_pu,sgen_p_pu,sgen_q_pu,slack_weight
34,3,,0.0,,2.8215753823479384,0.927406979741741,4.921247609725355,0.0,0
35,2,,0.0,,0.0,0.0,0.0,0.0,0
36,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
37,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
38,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
39,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
40,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
41,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
42,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
43,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
44,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
0,1,1.0,0.0,,0.0,0.0,0.0,0.0,1
1,3,,0.0,,0.0,0.0,0.0,0.0,0
2,2,1.0,0.05467257085540571,,1.8523061893513677,0.6088236023642242,0.0,0.0,0
3,2,1.0,7.85301073930068e-10,,2.0725582578529287,0.6812169564134536,2.8415723698785307,0.0,0
4,3,,0.0,,1.5434010010390373,0.5072913769586777,0.0,0.0,0
5,3,,0.0,,0.6472177135647893,0.21273017503895253,2.9797186897570622,0.0,0
6,2,1.0,0.16677400037551615,,2.6369457961947926,0.8667221694274504,4.166560839757062,0.0,0
7,3,,0.0,,0.0,0.0,0.0,0.0,0
8,2,1.0,0.5551057757534622,,0.9526755970281809,0.31312932613494693,0.5635651498785311,0.0,0
9,2,1.0,0.47999999986209796,,1.1619998363556485,0.3819308764305418,2.256075869878531,0.0,0
10,2,1.0,0.16010915973507603,,4.031281771269018,1.32501824171342,1.6896985898787966,0.0,0
11,2,1.0,5.008043174809903,,1.8928790424859705,0.6221592542913246,0.09674329987853104,0.0,0
12,2,1.0,5.288497110793497,,2.8624679866838734,0.9408477288063309,2.132365289757062,0.0,0
13,2,1.0,0.05341333195449205,,1.1817558176685652,0.38842435347030824,1.262006729878531,0.0,0
14,2,1.0,0.05181248147626645,,1.5756746168468365,0.5178992014913506,0.0,0.0,0
15,2,1.0,0.21137596521375598,,2.1997914810969377,0.7230364945444332,1.071940689878531,0.0,0
16,2,1.0,0.24999999987853103,,3.183130543056267,1.046244414211958,0.0,0.0,0
17,3,,0.0,,7.5502811184956204,2.4816573932815995,0.24147661987853106,0.0,0
18,2,1.0,0.11139420587480797,,0.0,0.0,0.0,0.0,0
19,3,,0.0,,2.5332871951170466,0.8326512348881187,0.0,0.0,0
20,3,,0.0,,0.0,0.0,0.0,0.0,0
21,2,1.0,15.968187991081095,,0.0,0.0,5.958091019878532,0.0,0
22,2,1.0,7.658852050554247,,9.814250638601258,3.2257881891497413,1.8915432698788308,0.0,0
23,2,1.0,0.28234368456271347,,1.2615807853405112,0.41466155154049344,0.0,0.0,0
24,2,1.0,0.05297871970247826,,1.8367839560468366,0.6037216910001468,0.0,0.0,0
25,2,1.0,0.10808321219703343,,1.5996809278521085,0.5257896943427639,1.524814709878531,0.0,0
26,2,1.0,0.051841365077657124,,7.32548541870835,2.4077706198489643,0.5006073798788365,0.0,0
27,3,,0.0,,0.0,0.0,0.0,0.0,0
28,2,1.0,18.274871638565983,,1.9695934160251083,0.6473740495123931,0.0,0.0,0
29,2,1.0,6.577240674253678,,12.93820342235012,4.252581814497255,0.7599075997570621,0.0,0
30,2,1.0,0.09050103314736711,,3.2703615624575053,1.074915863767694,0.0,0.0,0
31,3,,0.0,,1.4312339933419367,0.47042386440316547,0.0,0.0,0
32,3,,0.0,,12.339248228164202,4.0557147624540235,0.291372679878531,0.0,0
33,2,1.0,0.05341446892268209,,1.866378677188565,0.6134490054366339,0.0,0.0,0
34,3,,0.0,,2.8136313723329387,0.9247959099184289,4.606512949878531,0.0,0
35,2,,0.0,,0.0,0.0,0.0,0.0,0
36,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
37,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
38,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
39,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
40,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
41,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
42,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
43,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
44,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
0,1,1.0,0.0,,0.0,0.0,0.0,0.0,1
1,3,,0.0,,0.0,0.0,0.0,0.0,0
2,2,1.0,0.14330536547415984,,1.9065901232428104,0.6266658686009217,0.0,0.0,0
3,2,1.0,5.9066756771816525e-09,,2.1342212867175885,0.7014846138784526,2.7356169390818765,0.0,0
4,3,,0.0,,1.5886321180055731,0.522158126165064,0.0,0.0,0
5,3,,0.0,,0.666185162779449,0.21896447411159847,2.9702438381637535,0.0,0
6,2,1.0,0.46792072247726013,,2.710012148285592,0.8907379179830986,4.142385568163753,0.0,0
7,3,,0.0,,0.0,0.0,0.0,0.0,0
8,2,1.0,0.6490709904246919,,0.9805948359889806,0.3223059362100522,0.47656271908187653,0.0,0
9,2,1.0,0.4799999989585468,,1.1987274110466482,0.3940026464532429,1.8875418390818768,0.0,0
10,2,1.0,0.4463851067731089,,4.139901951457295,1.3607199684429707,1.6990031790817175,0.0,0
11,2,1.0,5.314328350381938,,1.9419926607610947,0.63830211996618,0.09084573908187547,0.0,0
12,2,1.0,5.3433523621976295,,2.9463558578408184,0.9684203386729113,2.0942047181637533,0.0,0
13,2,1.0,0.1354790132157887,,1.2163885123337017,0.39980756972625137,1.2513140590818765,0.0,0
14,2,1.0,0.15393182837049102,,1.6218515487315648,0.5330768250277879,0.0,0.0,0
15,2,1.0,0.5542656996302662,,2.2856515523936753,0.7512573352491948,1.0623299790818765,0.0,0
16,2,1.0,0.24999999908187628,,3.276415794145131,1.0769057934924868,0.0,0.0,0
17,3,,0.0,,7.768573179371207,2.5534065239781416,0.23554437908187625,0.0,0
18,2,1.0,0.3112628373016342,,0.0,0.0,0.0,0.0,0
19,3,,0.0,,2.607528049797734,0.8570530237765545,0.0,0.0,0
20,3,,0.0,,0.0,0.0,0.0,0.0,0
21,2,1.0,16.26953035284946,,0.0,0.0,5.954850339081878,0.0,0
22,2,1.0,7.808646948518526,,10.097420641961945,3.3188616683178442,1.8995192890816974,0.0,0
23,2,1.0,0.3538352033880227,,1.2985528412262177,0.4268136786459098,0.0,0.0,0
24,2,1.0,0.15177757572516412,,1.9060226831865645,0.6264793600737919,0.0,0.0,0
25,2,1.0,0.312670058227851,,1.6416447079733734,0.5395825218618444,1.3815253990818763,0.0,0
26,2,1.0,0.15087021407371476,,7.5395555449519716,2.478132067738875,0.47800380908169404,0.0,0
27,3,,0.0,,0.0,0.0,0.0,0.0,0
28,2,1.0,18.741816877785137,,2.027314585129428,0.6663460803293243,0.0,0.0,0
29,2,1.0,6.68666196927855,,13.205444029027062,4.340419554170322,0.7526231381637527,0.0,0
30,2,1.0,0.17744136994377208,,3.3662032175133167,1.1064174923985748,0.0,0.0,0
31,3,,0.0,,1.4731779289204092,0.48421016933645566,0.0,0.0,0
32,3,,0.0,,12.588227021988516,4.137550134510681,0.2810555790818763,0.0,0
33,2,1.0,0.1426921102544197,,1.9614788842817021,0.6447069319073663,0.0,0.0,0
34,3,,0.0,,2.8998119891979384,0.9531221088564636,4.556060799081877,0.0,0
35,2,,0.0,,0.0,0.0,0.0,0.0,0
36,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
37,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
38,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
39,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
40,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
41,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
42,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
43,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
44,2,1.0,0.0,,0.0,0.0,0.0,0.0,1
0,1,1.0,0.0,,0.0,0.0,0.0,0.0,1
1,3,,0.0,,0.0,0.0,0.0,0.0,0
2,2,1.0,0.23302711123913522,,1.9562122689183854,0.6429758791493532,0.0,0.0,0
3,2,1.0,4.90999119844076e-09,,2.206406072884806,0.7252106057273522,2.621648579236914,0.0,0
4,3,,0.0,,1.6299788833242193,0.5357481507258637,0.0,0.0,0
5,3,,0.0,,0.6835237279966665,0.224663384905105,2.868745978473828,0.0,0
6,2,1.0,0.826531206334916,,2.7943788370291474,0.9184679075796778,4.010449098473828,0.0,0
7,3,,0.0,,0.0,0.0,0.0,0.0,0
8,2,1.0,0.7515025594043081,,1.0061164303825356,0.33069447862603574,0.39753722923691376,0.0,0
9,2,1.0,0.47999999913438735,,1.2455756991516482,0.40940093410819645,1.6943360492369137,0.0,0
10,2,1.0,0.7754887406262724,,4.270309953861407,1.4035830060213292,1.6594554792369656,0.0,0
11,2,1.0,5.720361091813084,,1.9980540942696532,0.656728622073985,0.08117400923691306,0.0,0
12,2,1.0,5.376530626266851,,3.023039617925125,0.9936250717379722,2.071652078473828,0.0,0
13,2,1.0,0.2100405381494009,,1.2480470252050768,0.41021321970067276,1.2453756492369141,0.0,0
14,2,1.0,0.29516732203696455,,1.664062904404818,0.5469510266956378,0.0,0.0,0
15,2,1.0,0.915383506651339,,2.3727303309139853,0.7798787456472113,1.031942799236914,0.0,0
16,2,1.0,0.24999999923691374,,3.3616899072588065,1.1049340390561764,0.0,0.0,0
17,3,,0.0,,8.025637432005771,2.637899457828807,0.21803056923691366,0.0,0
18,2,1.0,0.5478195238632737,,0.0,0.0,0.0,0.0,0
19,3,,0.0,,2.675393258561187,0.8793592391917467,0.0,0.0,0
